text,label,split
thực_hư thông_tin cẩu xe vi_phạm đi 10 km trả phí 18 triệu,11,train
video cầu_hôn hút triệu lượt xem,1,train
khách đi tàu_biển đến việt_nam 8 24 tiếng bờ,1,train
học_sinh nói về đề thi môn tiếng anh lớp 10 tp hcm,2,train
cưới chồng lần thứ 15 nữ đại_gia thái_lan lừa đau_đớn,12,train
khởi_tố hình_sự bố_dượng bạo_hành cháu 2 tuổi nhập_viện,6,train
apple gửi dữ_liệu duyệt web iphone công_ty tq,0,train
16 thanh_niên bao nhà_nghỉ sử_dụng ma_tuý,6,train
khởi_tố tài_xế điều_khiển xe_khách làm 4 hành_khách tử_nạn,6,train
đánh_bại federer djokovic lần thứ 2 vô_địch mỹ mở_rộng,9,train
hai cô gái đổi lái xe_máy chạy giữa đường,11,train
hồ_quỳnh_hương muốn vướng scandal tình_ái,3,train
anh em nhà zverev chia_tay indian_wells,9,train
10 smartphone ấn_tượng nhất 2015,0,train
hệ_quả thay lõi lọc nước định_kỳ,12,train
tốt_số nhờ cơ_chế thông_thoáng trong giáo_dục,2,train
7 điểm bắn pháo_hoa đón giao_thừa ở cần_thơ,10,train
ngày 8 3 em đàn_ông thấy mình thành_công,3,train
làm rõ vụ phó bí_thư ở đắk_lắk sờ ngực tiếp_viên karaoke,10,train
cãi nhau vợ đâm nhầm con gái tử_vong,6,train
phó bí_thư đoàn tố hành_hung lão_nông nghèo,6,train
ba mục_tiêu nỗ_lực hệ_thống ngân_hàng,5,train
mb lãi bán niên gần 4 000 tỷ đồng,5,train
tỉnh cách_ly người đến dịch,10,train
lãi_suất vay đồng_loạt giảm sâu,5,train
cáp_lighting cấy sẵn chip độc_hại,0,train
vấp_ngã cô bé 14 tuổi mảnh_bát cứa rách cổ,7,train
3 thói_quen uống nước làm hỏng thận người mắc,7,train
sao bầu đức chiêu_mộ lão_tướng anh đức hagl,9,train
cuộc tình khiến khán_giả thêm niềm tin_yêu cuộc_sống,12,train
ba nạn_nhân cuối_cùng đánh bom ở ai_cập chuẩn_bị về nước,1,train
cầu thép gần 80 tỷ ngày_ngày người_dân tới chụp hình trông_ngóng,10,train
thua_hàn_quốc 0 3 tuyển nữ việt_nam chờ đấu play off olympic,9,train
hội_hoạ lát bánh_mì,1,train
bằng_kiều bất_ngờ biết dương_mỹ_linh tình mới,3,train
chí_tài lấy giày ném mc quyền linh giới_thiệu,3,train
cung_điện 5 tầng gần 1 000 ô cửa,1,train
giám_đốc công_ty tài_chính đàn_em chém nhóm đối_thủ phố,6,train
làm thế_nào phân_biệt dừa bánh_tẻ dừa già dừa non,12,train
thuốc giảm đau làm chảy_máu dạ_dày người_bệnh tim_mạch,7,train
thế_giới 24 h cảnh_báo đầu năm kim_jong_un,8,train
đón liệt_sĩ khí_tượng ở trường_sa về quê,10,train
tiền_giang bạn đánh chết từ_chối đi nhậu,6,train
7 trường đại_học việt_nam lọt top trường hàng_đầu châu_á,2,train
bóng_ma giữa hào_quang cầu_vồng đỉnh núi scotland,4,train
cành mai cây quất nụ hôn ở quân_cảng,10,train
gây tai_nạn liên_hoàn tài_xế say_xỉn tắt điện_thoại bỏ trốn,10,train
cô_giáo phạt học_sinh 231 tát nhập_viện cấp_cứu tổn_thương tâm_lý,2,train
ì_xèo rơi quên_lãng hoa_hậu đại_dương việt bơi mỹ,3,train
ngân_sách bỏ tiền tỉ bù_lỗ đường_bay hay,5,train
cầu_thủ real giảm 10 lương,9,train
vũ nhôm thâu_tóm đất vàng đà_nẵng như_thế_nào,6,train
cô gái việt đầu_tiên chiến_thắng cuộc thi thiết_kế thời_trang lớn nhất nhật_bản,2,train
300 triệu gửi tiết_kiệm hay mua đất nền xa trung_tâm,12,train
giáo_viên bội_thực thi,2,train
hàng vạn người dự khai_mạc lễ_hội du_lịch cửa_lò 2018,1,train
xuất_khẩu lâm_nghiệp tăng đột_biến,5,train
triển_lãm xe sang diễn tphcm tháng 10,11,train
phá 110ha rừng cán_bộ huyện ba người_dân lãnh án,6,train
công_bố hình_ảnh về hố_đen,8,train
quảng_bá hình_ảnh quê_hương con_người xứ trầm_hương,5,train
đại_học new_zealand trong top 600 thế_giới,2,train
truy trách_nhiệm khâu metro số 1 tắc vốn,5,train
chủ_thầu xây_dựng thuê côn_đồ truy_sát thợ_hồ,6,train
fan nữ dắt mẹ đến show diễn xin kết_hôn sơn_tùng,3,train
thêm một nhân_tài thua kiện toà tuyên bồi_hoàn gần 2 tỷ,2,train
màn_hình cỡ lớn chiếu chung_kết u23 ở vườn hoa lý_thái_tổ,10,train
ứng_dụng airvisual hạ mức cảnh_báo không_khí ô_nhiễm hà_nội,0,train
tổng_thống đắc_cử ukraine kêu_gọi quốc_tế gia_tăng trừng_phạt nga,8,train
khách_sạn gợi_tình nhất thế_giới,1,train
nữ_sinh 17 tuổi khen đẹp thuần_khiết thiên_sứ,12,train
toàn_cảnh cuộc họp_báo đặc_biệt putin,8,train
trang_bị nền_tảng kiến_thức về tránh thai an_toàn hiệu_quả,7,train
công_nhân xuyên đêm đánh chuyển cây hoa sữa ở hà_nội,10,train
đừng trở_thành kẻ_thù taylor_swift,3,train
thiên_thạch cổ_xưa rơi trúng vườn nhà dân,4,train
xử_phạt 25 triệu đồng dừng hoạt_động giảng_dạy người chửi học_viên óc lợn,2,train
học_sinh giỏi ở hà_nội nhận thưởng một tờ giấy,2,train
vw gm triệu_hồi hàng triệu xe ở trung_quốc lỗi túi khí,11,train
lưng khoẻ hông chắc đàn_ông chờ ăn thứ,7,train
cuộc_sống tránh dịch miranda_kerr chồng tỷ_phú,3,train
nợ_nần trắng_tay ôm đặc_sản tết,5,train
ngày hội bình_ổn thị_trường phục_vụ mùa khai_giảng,2,train
xem ảnh nhớ sài_gòn nhìn hình muốn đến việt_nam quá,1,train
bên trong vali hạt_nhân huyền_thoại nga,8,train
tình chị em chàng vũ_công tuyển quốc_gia hoa_khôi wushu,12,train
ăn_uống thế_này bao_nhiêu chất bổ mất hết biết,7,train
thế_giới 24 h tq công_bố sách_trắng về thương_mại mỹ,8,train
messi đến lượt neymar bực_bội hlv luis_enrique,9,train
vùng dịch về hà_nội 68 thí_sinh chờ kết_quả xét_nghiệm,2,train
nữ_sinh lớp 10 mất_tích bí_ẩn đi sinh_nhật bạn,10,train
doanh_thu thu phí cienco 4 tăng chóng_mặt nhờ bot bến_thuỷ,5,train
câu_đố vui trẻ nhỏ đi tìm mảnh ghép còn thiếu,2,train
nữ bác_sĩ giữa dịch_bệnh,7,train
nam_bộ đề_phòng dông lốc bắc trung_bộ nóng 38 độ c,4,train
việt_nam hơn một cụ rùa bảo_vệ,4,train
fan_việt vây kín sao hàn sân_bay,3,train
mâm cỗ cúng giao_thừa năm mậu_tuất 2018 gồm,12,train
quốc_gia ghé thăm dịp đầu năm,1,train
1 11 mai_phương_thuý lên_tiếng về tin_đồn yêu noo_phước_thịnh,3,train
vùng hút gió_bão trái_đất,4,train
7 quy_tắc mặc đồ nhớ thành quý ông lịch_sự,12,train
giáo_dục 24 h lời chúc tết bằng thứ tiếng độc_đáo,2,train
cách gọi điện nhắn_tin mở khoá iphone,0,train
tổng_cục đường_bộ xe_khách gây tai_nạn tăng tốc_độ bất_thường,10,train
mê_mẩn ngôi làng yên_bình giữa thủ_đô hoa_lệ,12,train
người nhện u60 bắt leo nhà_chọc_trời,8,train
thêm 4 bệnh_nhân covid 19 khỏi bệnh số ca viện vượt 65,7,train
giáo_viên giỏi ung_thư hiệu_trưởng tự_ý cắt hợp_đồng,2,train
sao hoàng_tử nước anh george luôn mặc quần short,8,train
dân châu_á phát cuồng mốt tặng bó hoa bằng tiền,8,train
laptop_trung_quốc đắt ngang_ngửa macbook_pro,0,train
kiểu đón_tiếp phát ghen uae dành putin,8,train
ô_tô cũ chính hãng giá 200 triệu rao bán việt_nam,11,train
cận_cảnh xe_máy đi ngược kỳ_quái,8,train
meizu bản_sao iphone 6 cấu_hình ngang galaxy_note 5,0,train
bạn trẻ vùng_cao dạy tiếng anh giúp bà_con làm du_lịch,1,train
nổi quá nhanh tài_khoản nhái quốc_trường về nhà đi con đắt khách hơn hàng thật,3,train
giải_cứu con cha giết người,6,train
đà_nẵng bỏ quy_định cách_ly người địa_phương dịch,10,train
bí_mật giáo_dục phương đông giúp nuôi dạy trẻ tài_năng,2,train
giao_dịch samsung pay chạm mốc 350 tỉ 6 tháng,5,train
thời_trang xa_xỉ ái_nữ ceo huawei,3,train
smart_tv dùng kính cường_lực 3 mm asanzo,0,train
khá bảnh khai phút đập đốt xe đi trại giáo_dưỡng,6,train
thủ_phạm làm rối_loạn sinh_lý đàn_ông,7,train
giải chạy vượt chướng_ngại_vật lớn nhất thế_giới đến việt_nam,9,train
5 chiến_binh triển_vọng trong kho ứng_dụng học tiếng anh apple 2017,0,train
ca_sĩ châu_việt_cường liên_quan chết cô gái án_mạng ghen,6,train
ba nhóm nguy_cơ cao lây_nhiễm ncov,7,train
cây đổ đè trúng ôtô hai phóng_viên mỹ tử_nạn,11,train
kinh_nghiệm bỏ_túi chuyển làn cao_tốc an_toàn,11,train
ngồi nghe điện_thoại giữa đường thanh_niên ôtô đâm gãy xương sườn,11,train
bàn_chải đánh răng chui tọt bụng cô gái thái_nguyên,7,train
giây_phút đấu_trường chạy loạn bò_tót nổi điên,1,train
239 ngư_dân việt_nam indonesia bắt_giữ về nhà,10,train
lần đầu mua ô_tô chọn xe mới hay xe cũ,11,train
giá xăng tăng nhẹ 156 đồng lít dầu đồng_loạt giảm,5,train
khởi_nghiệp tốt_nghiệp giải_pháp mới phương_pháp giáo_dục hiện_đại,2,train
ba lỗi sai tập squat,7,train
sao ngừng sử_dụng điện_thoại ban_đêm,4,train
xe tắt máy sao đèn nhạc hoạt_động,11,train
nhà mạng hướng_dẫn người dùng kiểm_soát dịch_vụ giá_trị gia_tăng,0,train
đáp_án toán mã_đề 107 kỳ thi tốt_nghiệp thpt 2020,2,train
ngả mũ kỹ_sư chân_đất chế máy lột vỏ tách hạt bắp,5,train
sản_xuất bẩn đồng_bằng sông cửu_long bơm tạp_chất thổi lớn tôm,7,train
học_sinh khánh_hoà đi học tuần,2,train
cách vận_chuyển xe phân_khối lớn độc_đáo,11,train
nhan_sắc tân_hoa_hậu siêu quốc_gia ecuador,3,train
mẹ con gái suýt chết ôtô lùi thẳng xuống sông,11,train
nga tung video máy_bay ném bom kèm sát tuần_tra,8,train
khởi_tố vụ vinaca về hành_vi sản_xuất buôn_bán hàng giả,6,train
thái_lan dự_kiến giảm thời_gian cách_ly khách xuống 7 ngày,1,train
cựu số_một thế_giới rời 3m open,9,train
tên tội_phạm truy_nã khoác mình vỏ bọc đại_tá quân_đội,6,train
môn_lịch sử giáo_sư hãy bình_tĩnh,2,train
lệ_quyên khánh_vân quyến_rũ gợi_cảm bên nhau,3,train
samsung sửa thiết_kế galaxy_fold,0,train
đề_xuất chỉ_định acv xây nhà_ga t3 sân_bay tân_sơn_nhất,10,train
ipo giá_trị uber tới hơn 120 tỷ usd,0,train
khống_chế người_tình đe_doạ ném chất_nổ,6,train
messi từ_chối xét_nghiệm covid 19,9,train
việt_nam thêm bệnh_viện ung_bướu tuyến cuối,7,train
40 câu hỏi nâng cao trong đề thi thpt quốc_gia 2016,2,train
người đàn_ông quyền_lực nước mỹ quyết_định bất_ngờ toàn_cầu lo_lắng,5,train
trăn dài 5 mét vắt_vẻo ở trong nhà,4,train
loạt ảnh táo_bạo hết nấc anh_thư về nhà đi con ngoài đời,3,train
masan ra_mắt bột_giặt kết_hợp giặt xả 2 trong 1,5,train
bong_bóng heli siêu nóng ác_mộng lò phản_ứng tổng_hợp hạt_nhân,4,train
tại_sao một_số người trở_mình liên_tục ngủ,7,train
chuyên_gia cẩn_trọng quyền_lực mềm aiib trung_quốc,5,train
thanh_hiền ẩn_ý gia_bảo tuyên_bố đòi quyền nuôi con,3,train
chao_đảo phân khúc xe bán tải 6 tháng đầu năm 2018,11,train
bắt 2 lãnh_đạo công_ty bất_động_sản lừa bán dự_án trái_phép bình_dương,6,train
lý_do đi chân_đất cửa an_ninh,1,train
ô_tô chở cát lật đè chết 2 ông cháu ở hưng_yên,10,train
căn_bệnh khiến người xem nhẹ chủ_quan thành trọng_bệnh,7,train
nhà_thổ lớn nhất thế_giới phát_tài nhờ nhu_cầu lạ khách nữ,1,train
vườn thú trung_quốc hổ xé_xác lừa sống,4,train
bộ thiết_bị vệ_sinh cao_cấp giá khoảng 10 triệu đồng,5,train
vườn trái_cây nổi_tiếng bậc nhất nhật_bản,1,train
vũ_trụ điện_ảnh marvel công_bố 5 dự_án khủng black_widow đến thor,3,train
người đẹp nước anh diện trang_phục hở bạo trong phim mới,3,train
orlando_bloom đi ăn gái lạ giữa tin_đồn chia_tay katy_perry,3,train
nỗ_lực cứu 2 người đào vàng nước cuốn hang,10,train
bản hợp_đồng chất_lượng nổ ngày cuối chợ đông 2016,9,train
amip ăn não ở hồ bơi cướp sinh_mạng người đàn_ông mỹ,7,train
vượt đèn_đỏ thanh_niên ngã sấp_mặt cảnh_sát giao_thông,11,train
tức hàng_xóm vác 10 thỏi mìn ném nhà,6,train
phát_hiện 24 hành_tinh dễ sống hơn trái_đất,4,train
trung_quốc kế_hoạch sản_xuất hạt chúa,4,train
12 tiết_lộ bất_ngờ cựu nhân_viên nhà_hàng,1,train
xét_nghiệm bệnh thận giúp cảnh_báo nguy_cơ sa_sút trí_tuệ,7,train
thanh_hằng trình_diễn váy_áo lie_sang_bong,3,train
siêu_thị nhập_cuộc cơn lốc gói thực_phẩm bằng lá chuối,5,train
thiên_đường món ăn bình_dân ở vùng_đất hoa vàng cỏ xanh,12,train
khoảnh_khắc choáng_ngợp máy_bay lao mắt siêu bão,8,train
nhật_ký chuyển_nhượng ngày 15 8 bayern từ_chối bán alaba real,9,train
sao nữ hoa ngữ khởi_nghiệp vai đồng_tính,3,train
ba nguyên_nhân khiến ncov ẩn_nấp trong cộng_đồng,7,train
loại quả kỳ_diệu tiêu_diệt tế_bào ung_thư vú,7,train
đặt giường ngủ bếp,12,train
5 tính_năng thống_lĩnh thị_trường smartphone 2017,0,train
nhận về hơn 3 500 tỷ lê_hoàng_diệp_thảo nhóm đầu giàu nhất việt_nam,5,train
tấn_công huawei sai_lầm lớn ông trump,8,train
bitcoin rớt_giá thê_thảm,0,train
nghĩ cha_mẹ hết thương bé gái 11 tuổi uống thuốc_ngủ tự_tử,7,train
đề_xuất dùng depot metro làm bãi đậu xe,10,train
ảnh chi_tiết honda super_cub mới mang động_cơ thông_minh,11,train
siêu xe huyền_thoại thời_trang karl_lagerfeld đắt độc tới đâu,11,train
hương_giang dẫn bạn trai ra_mắt gia_đình,3,train
thông_gia tương_lai mặt nhau chọn ngày cưới,12,train
ngôi chùa đẹp nhất đài_bắc,1,train
mỹ_nhân tiếu ngạo giang_hồ đổi_đời kết_hôn,3,train
cài ứng_dụng google huawei_mate 30 pro,0,train
phát_hiện 2 nam thanh_niên chết loã_thể trong nhà_trọ,6,train
chiêm_ngưỡng cú đúp tuyệt_phẩm sút phạt messi,9,train
vợ bắn chết chồng con trai tháo súng giấu mương,6,train
chăm_sóc da mặt trong mùa nóng,7,train
chính_phủ anh tuyên_bố cấm microbead,4,train
bệnh_nhân đái_tháo_đường chọn màu thực_phẩm ăn,7,train
vận_động_viên curling tử_vong sinh con,7,train
học_sinh mỹ thiết_kế vạch kẻ đường 3d cảnh_báo lái_xe giảm tốc_độ,2,train
nhà_tù bỏ_hoang bệnh_viện quá hạn ở mỹ hút khách dịp halloween,12,train
thanh_niên nẹt pô cảnh_sát dúi đầu ống_xả,11,train
hạn_chế học_sinh sử_dụng facebook ngăn_ngừa loạn_ngôn,2,train
đường_dây mang thai hộ người trung_quốc hoạt_động trái_phép sao,10,train
nhà sáng_chế canada kế_hoạch xây thành_phố biển,4,train
buộc_pjico bồi_thường 1 5 tỷ đồng tàu cá chìm ở hoàng_sa,6,train
điểm_chuẩn lớp 10 trường thpt lê_hồng_phong trần_đại_nghĩa năm 2019,2,train
11 bước bố_mẹ giúp con học giỏi học thêm,12,train
bắt_giữ 1 5 tấn lòng lợn phân_huỷ,7,train
quản_lý thị_trường phát_hiện hoa_quả nhập_khẩu australia,5,train
hlv đội thanh_hoá phạt vạ_miệng,9,train
bệnh_nhân covid 19 thứ 18 hai lần âm_tính ncov,7,train
đh cần_thơ điểm trúng_tuyển nguyện_vọng 1 cao nhất 23 điểm,2,train
trà ngọc_hằng ướt_đầm lưng áo giúp_đỡ cụ_già khó_khăn,3,train
thanh nhiệt giải_độc cơ_thể bằng loại thảo_mộc,7,train
cầu_hôn thành chàng trai quay đòi nợ,12,train
làm_giàu đào nhật_tân,5,train
áp_lực kiếm tiền du_học_sinh việt_nam hàn_quốc,2,train
phát_hiện gene liên_quan đến đồng_tính,4,train
cá_mập trắng xé_xác cá_voi 40 tấn dạt bờ biển,4,train
hoa_hồng ngực trái tập 18 thái trơ_trẽn dắt trà về nhà ra_mắt mẹ,3,train
top video công_nghệ hấp_dẫn nhất dịp giáng_sinh,0,train
lộ tàu_ngầm hạt_nhân trang_bị siêu tên_lửa nga,8,train
chiến_thuật rạch bụng cá_mập trắng cá_voi sát_thủ,4,train
xe lắp_ráp trong nước chọn hyundai_grand i10 hay kia morning,11,train
